"","CDR3","PAR_ED_PCT_1STGEN","MN_EARN_WNE_P6","PCT75_EARN_WNE_P6","INC_PCT_M2","NPT4_PUB","GT_25K_P6","C100_4","MN_EARN_WNE_INC1_P6","C150_4_WHITE","PCT25_EARN_WNE_P6","NPT4_75UP_PUB","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP"
"2122",0.035,0.3083700441,32000,39500,0.1721311475,NA,0.637,0.4348,27400,0.5633,20000,NA,0.54573351800554,0.50116115107913
"4599",0.245,0.4336710082,25300,33700,0.0820777161,NA,0.457,NA,22600,NA,13500,NA,NA,NA
"1031",0.055,0.3529411765,32900,42400,0.1549861068,17127,0.656,0.3299,29800,0.6392,20500,21442,0.59884466960352,0.62084522760646
"6576",0.108,0.4461538462,20800,27600,0.096,NA,0.304,NA,NA,NA,10100,NA,NA,NA
"4380",0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6466",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822",0.126,0.4124581214,32300,42900,0.1660633484,18025,0.607,0.1425,27600,0.474,18100,21600,0.41609820971867,0.42811998375304
"3491",0.334,0.452173913,23600,32700,0.1662337662,10155,0.394,NA,22200,NA,13800,14301,NA,NA
"7193",NA,0.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3888",0.175,0.4805447471,31000,43300,0.1330128205,NA,0.608,NA,26600,NA,17000,NA,NA,NA
"5135",0,NA,25700,NA,0.2363636364,NA,0.422,NA,NA,0.6818,NA,NA,0.73867272727272,NA
"6421",0.111,0.4647373224,16600,22000,0.0273487457,NA,0.19,0.3492,16300,NA,7400,NA,0.3114,NA
"5697",0.375,0.6153846154,NA,NA,NA,9581,NA,NA,NA,NA,NA,14730,NA,NA
"2260",0.046,0.479374111,42800,59800,0.134502924,NA,0.716,0.1714,34800,0.5,22700,NA,0.41188181818181,0.4147979466119
"6345",0.053,0.4,NA,NA,0.1071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374",0.069,NA,30600,36800,0.2173913043,NA,0.622,0.2955,NA,0.481,19100,NA,0.4074049382716,0.44445
"6016",0.193,0.4954954955,NA,NA,0.1128608924,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7524",0.195,0.7846153846,17800,24300,NA,NA,0.243,NA,NA,NA,9200,NA,NA,NA
"6918",0.009,0.366148532,82200,100200,0.1317547055,NA,0.948,NA,73900,NA,64200,NA,NA,NA
"443",0.101,0.5060240964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3585",0.05,0.5475792988,16700,23800,0.0603566529,NA,0.205,NA,NA,NA,7200,NA,NA,NA
"1279",0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6012",0.151,0.4265129683,NA,NA,0.1059431525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356",0.041,0.3724137931,19100,NA,0.1142857143,NA,0.24,NA,NA,NA,NA,NA,NA,NA
"2315",0.061,0.4665589661,50400,66400,0.147545582,NA,0.77,NA,40300,NA,27500,NA,NA,NA
"2060",0.055,0.331842576,41600,53700,0.1711409396,NA,0.781,0.4686,39800,0.6855,26700,NA,0.6666931372549,0.70426928104575
"5436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",0.026,0.2908926144,39300,52000,0.1456228956,NA,0.734,0.3888,38200,0.5525,24000,NA,0.51448551120831,0.55981259842519
"1509",0.108,0.4287680661,33100,44800,0.1215469613,11446,0.585,0.2068,29400,0.3946,16500,13427,0.37582045454545,0.38720923141186
"1105",0.036,0.45781893,43600,58100,0.1002506266,NA,0.743,0.25,33600,NA,24100,NA,0.33929464285714,0.35558
"4410",0.3,0.4545068027,17900,23700,NA,NA,0.229,0.1478,17200,NA,6700,NA,0.22218911564625,0.33973397435897
"5518",NA,0.6333647502,21600,30700,NA,NA,0.377,NA,NA,NA,10300,NA,NA,NA
"2926",NA,NA,21000,NA,NA,11882,0.333,NA,NA,NA,NA,NA,NA,NA
"3814",0.06,0.3163866463,43600,54000,0.1502679745,15315,0.756,0.3257,43900,0.6026,25500,19715,0.59059769853024,0.64367581854043
"1040",0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5246",0.199,0.5370666667,22000,30400,0.0346729708,NA,0.366,NA,19000,NA,10100,NA,NA,NA
"2897",0.214,0.5734767025,20400,28500,NA,NA,0.312,NA,17600,NA,10000,NA,NA,NA
"109",NA,0.46875,21700,29600,NA,8943,0.356,NA,20800,NA,8200,NA,NA,NA
"1060",0.157,0.5218508997,27000,37200,0.1429635145,7598,0.476,NA,23800,NA,12500,11679,NA,NA
"1768",0.215,0.4609571788,26100,33900,0.133105802,3886,0.45,NA,23200,NA,11300,7628,NA,NA
"6320",0.113,0.475,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.80766923076923,NA
"364",0.049,0.5486725664,47400,NA,0.1550387597,NA,0.687,NA,NA,NA,NA,NA,NA,NA
"2098",NA,NA,21500,29300,NA,NA,0.356,0.3939,19400,0.5281,10700,NA,0.4989627254509,NA
"3406",0.192,0.3531468531,29100,NA,0.1446540881,NA,0.511,NA,NA,NA,NA,NA,NA,NA
"3157",0.071,0.4282926829,30100,39300,0.1695063346,16759,0.557,0.2234,29500,0.4772,17200,21035,0.45607308120133,0.43832899185973
"6906",NA,0.3551912568,NA,NA,0.0622009569,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6569",0.181,0.5100738751,30300,40400,0.060199005,NA,0.562,NA,27500,NA,16200,NA,NA,NA
"777",0.132,0.4770592608,30500,41000,0.0880148758,NA,0.549,0.0016,26300,0.6402,15200,NA,0.56007691470844,0.72974243243243
"5688",0.123,0.5767195767,20700,25700,NA,NA,0.291,NA,NA,NA,13200,NA,NA,NA
"4377",0.187,0.5413161801,20900,28700,0.084214981,NA,0.416,NA,18800,NA,12100,NA,NA,NA
"2163",0.129,0.5397568402,31000,41800,0.0704771254,NA,0.514,0,22700,0.5455,12800,NA,0.3422488095238,NA
"889",0.206,0.4997639282,26400,36700,0.1078215643,4534,0.461,NA,24500,NA,12300,8960,NA,NA
"1338",0.129,0.4208796764,27800,37800,0.1488187238,9061,0.507,NA,24400,NA,13600,9912,NA,NA
"4390",0.149,0.3997695853,29100,40100,0.1113445378,NA,0.509,NA,27300,NA,12800,NA,NA,NA
"6504",0.069,0.4525139665,NA,NA,0.1400966184,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903",0.126,0.4252726106,29500,39700,0.152931181,6241,0.524,NA,28400,0.0714,14400,9573,0.0681,NA
"4491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6649",0.105,0.477124183,NA,NA,0.1129032258,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3643",0.204,0.533463469,29500,40200,0.1085910653,6069,0.519,NA,27300,NA,14700,10062,NA,NA
"3165",0.165,0.6458333333,30300,44000,0.0440559441,NA,0.539,NA,27100,NA,13500,NA,NA,NA
"4813",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,0.2903,15200,NA,0.28206923076923,NA
"6706",0.206,0.5221782448,31300,42500,0.0562410035,NA,0.549,NA,23800,NA,14600,NA,NA,NA
"6692",NA,0.5846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",NA,0.6129032258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3355",0.043,0.2257993385,40900,52800,0.1641791045,17217,0.725,NA,36900,NA,23500,21637,NA,NA
"3296",0.207,0.5967741935,19100,NA,NA,NA,0.321,NA,NA,NA,NA,NA,NA,NA
"7051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5652",0.185,0.5958062184,22900,32500,0.061575179,NA,0.4,NA,19400,NA,9000,NA,NA,NA
"4179",0.172,0.4614722342,38000,49300,0.1385233918,NA,0.712,NA,35400,NA,22800,NA,NA,NA
"1518",0.114,0.4680365297,17000,NA,0.06,NA,0.211,NA,NA,NA,NA,NA,NA,NA
"5919",0.266,0.5426008969,NA,NA,0.0795053004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471",0.052,0.6257668712,23700,33900,0.0701298701,NA,0.44,NA,22200,NA,11200,NA,NA,NA
"4792",NA,NA,NA,NA,0.2564102564,NA,NA,0,NA,0.0278,NA,NA,0.03706666666666,0.05126923076923
"6378",0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7647",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,NA,28600,NA,21400,NA,NA,NA
"6975",0.157,0.5297580118,19400,27700,0.0730880929,NA,0.318,NA,18500,NA,8400,NA,NA,NA
"3182",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5713",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",0.031,0.6891891892,32000,46600,NA,NA,0.528,0,28000,NA,13300,NA,0.39996933333333,0.27133410852713
"7574",0.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5115",0.177,0.5449016627,35400,47400,0.0592234885,NA,0.565,0.2286,25000,0.4286,14400,NA,0.21356990291262,0.13434925373134
"5802",0.086,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5656",0.19,0.5620485883,24600,34200,0.032345345,NA,0.416,NA,21500,NA,10700,NA,NA,NA
"3729",0.08,0.3303341902,36100,46800,0.1722713864,NA,0.694,0.2926,34800,0.5,21400,NA,0.47488117154811,0.47194627930682
"384",0.24,0.5869660942,24500,32400,NA,6156,0.368,NA,23400,NA,10200,3800,NA,NA
"753",0.128,0.4325842697,NA,NA,0.0591133005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886",0.318,0.5,16200,NA,NA,NA,0.221,NA,NA,NA,NA,NA,NA,NA
"3884",0.012,NA,66700,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA
"1109",0.052,0.3627254509,35800,49600,0.1689128482,NA,0.66,0.3406,33600,0.6082,20000,NA,0.54763939008894,0.54945934065934
"5911",NA,0.7230215827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6108",0.222,0.5541044776,20300,30800,0.0328358209,NA,0.362,NA,NA,NA,7800,NA,NA,NA
"919",0.1,0.2690972222,32600,44800,0.1862745098,NA,0.577,0.4423,28900,0.5323,16400,NA,0.43949368421052,0.45927682672233
"5016",0.168,0.2740384615,21600,NA,0.1347826087,NA,0.293,NA,NA,NA,NA,NA,NA,NA
"2486",0.057,0.331420373,37500,49500,0.17578125,NA,0.728,0.4315,33700,0.5051,23700,NA,0.48308648648648,0.52816525821596
"5137",0.116,0.7267267267,17300,23400,NA,NA,0.221,NA,NA,NA,8400,NA,NA,NA
"4823",0.033,0.512,21600,30100,0.0568720379,NA,0.362,NA,19700,NA,10200,NA,NA,NA
"5723",0.082,0.4278606965,NA,NA,0.1282051282,NA,NA,0.0606,NA,0.4,NA,NA,0.306684,0.13115573770491
"3709",0.193,0.5471698113,18700,25000,NA,NA,0.25,NA,18300,NA,10400,NA,NA,NA
"4042",0.201,0.3750756201,26300,34800,0.1061192874,7166,0.457,NA,24200,NA,12900,12303,NA,NA
"4629",0.027,0.3367467507,47900,61200,0.1437804338,10087,0.758,0.4111,49500,0.65,25700,19236,0.52246292134831,0.457
"200",0.097,0.2706766917,23300,33000,0.1536643026,NA,0.409,NA,NA,NA,7800,NA,NA,NA
"4790",0.113,0.5465838509,20800,28700,0.1354166667,NA,0.345,NA,17200,NA,12700,NA,NA,NA
"4016",0.149,0.4989858012,23900,33700,0.1374172185,NA,0.431,NA,21500,NA,11300,NA,NA,NA
"6544",0.19,0.5318961725,19400,25800,0.0831469053,NA,0.276,NA,18400,NA,10900,NA,NA,NA
"1424",0.087,0.5645933014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",0.142,0.6174698795,NA,NA,NA,NA,NA,0.0378,NA,0,NA,NA,0.21408416422287,0.2341
"2458",0.014,0.2892561983,38900,50600,0.0882352941,NA,0.671,NA,38600,NA,19400,NA,NA,NA
"4592",NA,0.6072463768,24100,34200,NA,3141,0.392,NA,23200,NA,9300,NA,NA,NA
"3475",0.104,0.4596472475,32300,40900,0.1277617675,NA,0.63,0.1343,26300,0.269,19600,NA,0.3237449339207,0.422527
"5746",0.115,0.5046106557,19300,27200,0.0680437424,NA,0.294,NA,17800,NA,9500,NA,NA,NA
"7328",0.242,0.5654697135,18300,26200,0.0642784553,NA,0.267,NA,17900,NA,7800,NA,NA,NA
"3052",0.239,0.6142735769,28300,38600,0.1297006907,7912,0.488,NA,25900,NA,13100,13782,NA,NA
"4585",0.181,0.5100738751,30300,40400,0.060199005,NA,0.562,NA,27500,0.3515,16200,NA,0.30658443017656,NA
"512",NA,0.5459533608,34600,47300,0.1101871102,NA,0.631,NA,30100,NA,17300,NA,NA,NA
"1493",0.038,0.2918196995,42200,52800,0.1400868756,11958,0.715,0.3703,42500,0.6797,23100,15648,0.68215828530259,0.64661536593093
"6318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451",0.093,0.5195702226,21400,29800,0.072300183,NA,0.378,NA,21100,NA,9800,NA,NA,NA
"1020",0.135,0.5649367415,28100,38800,0.0789621057,6093,0.509,NA,27400,NA,14000,10232,NA,NA
"3337",0.115,0.6409090909,30900,45400,0.0669191919,NA,0.556,NA,26700,NA,12200,NA,NA,NA
"2815",NA,0.3003952569,21400,28600,NA,NA,0.307,0,NA,0.3333,6800,NA,0.20981785714285,NA
"4716",0.218,0.5827374872,16600,22400,0.0554542138,NA,0.198,NA,15900,NA,7900,NA,NA,NA
"4369",NA,0.5949367089,17500,23400,0.1170212766,NA,0.206,NA,16800,NA,9400,NA,NA,NA
"2023",0.145,0.4065934066,29100,NA,0.1274509804,15766,0.6,NA,NA,NA,NA,NA,NA,NA
"4696",0.155,0.5407407407,24200,NA,0.0866666667,13756,0.411,NA,NA,NA,NA,16419,NA,NA
"6633",NA,0.7709923664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450",0.012,0.1581196581,28800,38400,0.2425488181,NA,0.531,0.5939,29300,0.7429,16700,NA,0.65792284122562,0.68093300673606
"909",0.061,0.2595010154,33700,44500,0.1579956188,16552,0.636,0.2666,31900,0.5154,19100,18973,0.50895467883925,0.50935493679535
"5989",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"1317",0.224,0.4571657326,25300,34100,0.1447835344,7385,0.443,NA,21800,NA,13000,11310,NA,NA
"4604",NA,0.5864661654,17100,22200,NA,NA,0.216,NA,NA,NA,5700,NA,NA,NA
"2258",0.126,0.5513491744,20500,29800,0.0613842781,NA,0.389,NA,NA,NA,9200,NA,NA,NA
"5296",0.124,0.437007874,23800,32400,0.076173605,NA,0.388,NA,21200,NA,9800,NA,NA,NA
"6443",0.105,0.536988359,18000,NA,0.0656550919,NA,0.212,NA,NA,NA,NA,NA,NA,NA
"5739",0.168,0.5738831615,16400,24600,0.0417536534,NA,0.241,NA,15200,NA,6100,NA,NA,NA
"4387",0.113,0.4603174603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6556",0.064,0.3788546256,NA,NA,0.0873015873,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6021",0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3961",0.124,0.4280392157,26300,36000,0.0926288324,7276,0.463,NA,23500,NA,12500,10984,NA,NA
"7630",0.239,0.5808383234,17000,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA
"5129",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"6514",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"2632",0.097,0.3928944619,36700,54000,0.1287878788,NA,0.661,NA,31200,0.3673,19300,NA,0.28139593220338,NA
"7468",0.142,0.3046104928,31700,41500,0.150137741,NA,0.603,NA,27600,NA,17900,NA,NA,NA
"4061",0.171,0.3236714976,28000,36800,0.1652173913,NA,0.511,0.3187,23500,0.4977,16900,NA,0.4721,0.49194137931034
"1767",0.052,0.2507507508,33100,41900,0.1854014599,NA,0.593,0.5748,29300,0.6192,16800,NA,0.60964243845252,0.67384257274119
"3391",0.034,0.2413407821,37300,49000,0.1993704092,NA,0.713,0.7127,37000,0.7669,22700,NA,0.75265558312655,0.76002447418738
"5046",0.115,0.4878508194,29400,39200,0.1013667426,6470,0.546,NA,27800,NA,15600,11597,NA,NA
"2588",0.058,0.5329218107,NA,NA,0.0848287113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955",0.049,0.2861930295,41500,55400,0.1528013582,NA,0.769,0.3729,37100,0.6449,26200,NA,0.56258617401668,0.64168666666666
"3285",0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409",0.017,0.2393760086,77000,92800,0.1260040161,NA,0.835,0.8792,77200,0.9581,38900,NA,0.93990765027322,0.94484760522496
"7307",0.159,0.5529237602,17300,25000,0.0869341564,NA,0.254,NA,NA,NA,6800,NA,NA,NA
"890",0.058,0.5294117647,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.0819475409836,0.27906744186046
"3813",0.154,0.4066998893,28200,36100,0.0875758991,18023,0.465,0.0646,27000,0.25,12100,22183,0.16235141196013,0.16143758741258
"6",0.063,0.2445520581,36500,46300,0.1404260245,20787,0.67,0.3877,35700,0.6652,20800,23347,0.66125080978088,0.68575191360363
"1855",0.133,0.4842554706,28000,38900,0.0953310314,4650,0.487,NA,24700,NA,12400,8355,NA,NA
"5498",0.076,0.4381948986,39900,51100,0.1578947368,NA,0.725,NA,29400,NA,22900,NA,NA,NA
"73",NA,NA,109300,130300,NA,NA,0.933,NA,98200,NA,70200,NA,NA,NA
"458",0.316,0.5624139514,28300,38200,0.0963431786,3591,0.476,NA,26200,NA,12300,7321,NA,NA
"6201",0.095,0.5398740818,17200,24000,0.0498915401,NA,0.22,NA,17000,NA,9300,NA,NA,NA
"5753",0.194,0.5623486683,22000,31300,0.048617306,NA,0.401,NA,20200,NA,10100,NA,NA,NA
"2845",0.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3628",0.079,0.4050324675,33100,42900,0.1911021234,13203,0.634,0.2285,30600,0.5035,19400,16777,0.50003080411124,0.54616419288645
"35",0.136,0.2594594595,34400,44800,0.1625615764,10679,0.6,NA,NA,NA,17300,13210,NA,NA
"1652",0.142,0.50406693,27100,37500,0.1141118296,7330,0.478,NA,24900,NA,12900,7368,NA,NA
"7296",0.027,0.3795712484,56100,74300,0.0733333333,NA,0.832,NA,55500,NA,36500,NA,NA,NA
"5895",0.06,0.4636363636,NA,NA,0.1151079137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",NA,0.625,18700,24600,NA,NA,0.252,NA,NA,NA,8700,NA,NA,NA
"4682",0.154,0.6239316239,16800,23600,0.1151315789,NA,0.227,NA,15700,NA,6500,NA,NA,NA
"710",0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2367",0.203,0.5289256198,27600,38300,0.0549084859,NA,0.465,NA,25600,NA,10600,NA,NA,NA
"5353",0.062,NA,14200,NA,NA,NA,0.186,NA,NA,NA,NA,NA,NA,NA
"7457",0.109,0.4429472477,29200,40300,0.138946281,NA,0.515,NA,23200,NA,13800,NA,NA,NA
"7015",NA,0.6066945607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5580",NA,0.4411764706,17400,NA,NA,NA,0.161,NA,NA,NA,NA,NA,NA,NA
"4441",0.007,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6357",0.25,0.6060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107",0.018,0.3468468468,49900,NA,0.1589958159,NA,0.915,NA,NA,NA,NA,NA,NA,NA
"2770",0.147,0.3579766537,29200,39000,0.1670644391,NA,0.568,0.2609,26700,0.3009,16400,NA,0.39771647727272,0.39120492227979
"7186",NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6087",0.218,0.6212232867,30000,42600,0.0793184489,NA,0.566,NA,24700,NA,14500,NA,NA,NA
"454",0.133,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.34043404255319
"973",0.026,0.3072164948,29100,36900,0.2122370937,NA,0.604,0.4416,30100,0.6443,17400,NA,0.6285016064257,0.64842518703241
"6064",0.206,0.5221782448,31300,42500,0.0562410035,NA,0.549,NA,23800,NA,14600,NA,NA,NA
"1383",0.121,0.4100367197,33100,44500,0.1951754386,6080,0.606,NA,29800,NA,18300,8287,NA,NA
"6582",0.16,0.5394716354,22200,29800,0.0424497197,NA,0.366,NA,19500,NA,10800,NA,NA,NA
"8",0.086,0.4715947981,35500,44700,0.1588725176,NA,0.666,NA,31100,NA,19900,NA,NA,NA
"1308",0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7496",0.04,0.4032150033,38500,51100,0.1319199058,NA,0.71,NA,34300,NA,21700,NA,NA,NA
"862",0.169,0.3977900552,27700,36200,0.1709613479,6953,0.512,0.0323,24700,0.188,15300,10172,0.15991890118901,NA
"3728",0.138,0.4972324723,30700,40100,0.0929878049,7141,0.479,NA,29300,NA,12200,12263,NA,NA
"6129",0.218,0.5827374872,16600,22400,0.0554542138,NA,0.198,NA,15900,NA,7900,NA,NA,NA
"3986",0.169,0.4420634921,39300,50800,0.075203252,5419,0.664,NA,35500,NA,20600,10485,NA,NA
"1666",0.053,0.3696682464,35400,49100,0.1684210526,NA,0.625,0.3955,32700,0.8226,19000,NA,0.48398513119533,0.51818181818181
"5625",0.177,0.5540258657,34500,45700,0.0415909334,NA,0.565,0.1667,25300,0.4026,14600,NA,0.33585503080082,NA
"1656",0.173,0.4302090357,27700,37700,0.1070574163,8740,0.51,NA,25600,NA,13200,12678,NA,NA
"3021",0.074,0.5241935484,18700,27400,NA,NA,0.298,NA,NA,NA,7300,NA,NA,NA
"6728",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"3897",0.032,0.2008985879,35500,46400,0.1440049444,21532,0.672,0.5503,34900,0.6901,21700,23712,0.66484046315789,0.6611716177079
"1045",0.115,0.3928571429,32700,43000,0.0891719745,NA,0.567,0.2568,25700,0.527,16300,NA,0.36273137254901,0.36167801418439
"3042",0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4602",0.13,0.5325203252,16200,21300,0.0564174894,NA,0.189,NA,14900,NA,7100,NA,NA,NA
"7174",NA,0.6569767442,NA,NA,0.05893186,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3967",0.172,0.4651245552,26800,35800,0.1237579042,6838,0.485,NA,24000,NA,13000,10496,NA,NA
"7508",0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502",0.041,0.214,35100,46900,0.1641509434,NA,0.627,0.5094,33300,0.6266,16100,NA,0.58988506329113,0.6085
"3893",0.006,0.1219512195,46400,61500,0.1314285714,17194,0.768,0.8298,42000,0.9245,26200,24536,0.90188747244673,0.90969805897723
"5689",0.045,0.6896551724,NA,NA,0.078817734,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3162",0.156,0.4335664336,NA,NA,0.1863354037,NA,NA,0.4231,NA,0.4516,NA,NA,0.53014216867469,0.34427704918032
"6136",0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189",0.102,0.311023622,29300,38200,0.1604477612,NA,0.588,0.201,NA,0.3289,16400,NA,0.39997866666666,0.22543641618497
"6125",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"6228",0.16,0.4025423729,NA,NA,0.0868055556,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2641",0.203,0.5066666667,21800,29800,0.0798611111,NA,0.347,NA,19400,NA,10500,NA,NA,NA
"4483",0.105,0.536988359,20600,30900,0.0656550919,NA,0.341,NA,18000,NA,8000,NA,NA,NA
"4",0.061,0.3429191536,39300,54800,0.1426418885,18596,0.668,0.1516,37700,0.4792,20300,21015,0.47240649606299,0.51159194113524
"4298",0.157,0.4891922639,24600,32800,0.0878003697,NA,0.476,NA,22600,NA,12900,NA,NA,NA
"4756",NA,0.6707317073,13400,17100,NA,NA,0.116,NA,NA,NA,6500,NA,NA,NA
"1801",0.026,0.4622496148,26200,NA,0.1419354839,NA,0.538,0.2115,NA,0.5306,NA,NA,0.50535698924731,0.30987464788732
"4075",NA,0.6447368421,NA,NA,NA,7438,NA,NA,NA,NA,NA,NA,NA,NA
"1441",0.104,0.3655848132,31200,39800,0.1643874644,9817,0.583,0.2862,28000,0.5292,18100,13297,0.52445564147627,0.56085244161358
"1770",0.053,0.2633802817,29300,39400,0.2144808743,NA,0.568,0.3033,23600,0.5561,17300,NA,0.55889792147806,0.5359784
"3981",0.084,0.5190097259,25000,34600,0.1237188873,2285,0.454,NA,22900,NA,13000,5197,NA,NA
"2420",0.04,0.3759689922,48200,61400,0.1439114391,NA,0.873,NA,46800,NA,33600,NA,NA,NA
"4876",NA,0.4513274336,18500,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA
"3055",0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6613",NA,0.6949152542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4832",0.027,0.4545454545,NA,NA,0.0549450549,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154",0.119,0.3836206897,19000,26800,0.1156716418,NA,0.328,NA,18000,NA,12100,NA,NA,NA
"7142",NA,0.4896551724,NA,NA,0.0853658537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081",0.061,0.3949579832,29800,37600,0.1877394636,NA,0.514,0.3133,25700,0.6429,16700,NA,0.5156375,0.44589836065573
"4893",0.05,0.4821428571,19100,NA,0.0887096774,NA,0.301,NA,NA,NA,NA,NA,NA,NA
"7477",0.109,0.4844080169,28400,38300,0.1150308408,NA,0.544,NA,23500,NA,15300,NA,NA,NA
"4424",0.218,0.6025641026,17700,25500,0.0405515004,NA,0.263,NA,16900,NA,9100,NA,NA,NA
"5775",0.244,0.5649212431,25400,33200,0.0795031056,NA,0.475,NA,23400,NA,13100,NA,NA,NA
"6143",0.072,0.4212765957,NA,NA,0.0769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386",0.136,0.5618221258,30600,41400,0.1748251748,3850,0.54,NA,26700,NA,15000,NA,NA,NA
"2209",0.08,NA,NA,NA,NA,NA,NA,0.5714,NA,0.6667,NA,NA,0.479175,NA
"7639",0.109,0.4844080169,28400,38300,0.1150308408,NA,0.544,NA,23500,NA,15300,NA,NA,NA
"5515",0.038,0.4391143911,28900,39300,0.1124620061,NA,0.514,NA,NA,NA,13400,NA,NA,NA
"4943",0.201,0.6241610738,14200,18800,NA,NA,0.11,NA,NA,NA,8400,NA,NA,NA
